Course Code;Course Name;Credits
MATH 551;Topics in Number Theory;3
MATH 553;Ergodic Theory;3
MATH 573;Introduction to Financial Mathematics;3
MATH 574;Financial Mathematics;3
MATH 583;Topics in Mathematical Physics I;3
MATH 585;Topics in Ordinary Differential Equations I;3
MATH 586;Topics in Ordinary Differential Equations II;3
MATH 591;Topics in Algebraic Geometry I;3
MATH 597;Graduate Seminars in Mathematics I;0
MATH 598;Graduate Seminars in Mathematics II;0
MATH 599;Master's Thesis;0
MATH 601;Topics in Real Analysis;3
MATH 605;Topics in Functional Analysis I;3
MATH 606;Selected Topics in Functional Analysis;3
MATH 609;Several Complex Variables;3
MATH 611;Algebraic Topology I;3
MATH 612;Fibre Bundles I;3
MATH 616;Topics in Group Theory;3
MATH 624;Compact Lie Groups;3
MATH 625;Homological Algebra;3
MATH 626;Cohomology of Groups;3
MATH 630;Commutative Algebra;3
MATH 631;Topics in Commutative Algebra;3
MATH 632;Computational Commutative Algebra;3
MATH 633;Algebraic Geometry I;3
MATH 641;Topics in Soliton Theory I;3
MATH 645;Riemannian Geometry I;3
MATH 646;Riemannian Geometry II;3
MATH 653;Introduction to Analytical Number Theory;3
MATH 654;Analytic Number Theory;3
MATH 699;Ph.D. Dissertation;0
MBG 101;Biology I;4
MBG 102;Biology II;4
MBG 105;Principles of Biology;3
MBG 110;Introduction to Modern Biology;3
MBG 209;Principles of Genetics;3
MBG 210;Genetics;4
MBG 222;Fundamentals of Molecular Genetics;3
MBG 223;Molecular Genetics;4
MBG 230;Experimental Approaches in Molecular and Cellular Biology;3
MBG 291;Summer Practice I;0
MBG 301;Molecular Biology of the Cell I;3
MBG 302;Molecular Biology of the Cell II;4
MBG 311;Biochemistry I;4
MBG 312;Biochemistry II;3
MBG 316;Physiology;3
MBG 324;Molecular Biology of the Gene;4
MBG 326;Introduction to Bioinformatics;3
MBG 338;Microbiology;4
MBG 391;Summer Practice II;0
MBG 416;Science and Ethics;3
MBG 418;Genomics;4
MBG 452;Practical Biology;3
MBG 470;Immunology;3
MBG 472;Introduction to Stem Cells;3
MBG 473;Biomolecules, Biomaterials and Bioprocesses;3
MBG 474;Introduction to Computational Biology;3
MBG 481;Protein Chemistry;3
MBG 483;Developmental Biology;3
MBG 485;DNA Damage and Repair Mechanisms;3
MBG 487;Special Techniques in Molecular Genetics;3
MBG 488;Introduction to Human Genetics;3
MBG 489;Genetics and Biology of Cancer;3
MBG 491;Senior Project I;3
MBG 492;Senior Project II;3
MBG 502;Advanced Cellular Biology;3
MBG 503;Advanced Molecular Biology;3
MBG 505;Advanced Molecular Genetics;3
MBG 509;Special Topics in Molecular Biology I;3
MBG 510;Special Topics in Molecular Biology II;3
MBG 513;Bioinformatics;3
MBG 516;Biomolecules, Biomaterials and Bioprocesses;3
MBG 523;Recent Developments in Molecular Biology;3
MBG 599;Master's Thesis;0
MBG 601;Human Genetics;3
MBG 602;Molecular and Cellular Immunology;3
MBG 603;Molecular Bases of Cancer;3
MBG 612;Special Topics in Genetics I;3
MBG 613;Special Topics in Genetics II;3
MBG 615;Recent Advances in Molecular Biology;3
MBG 616;Experimental Molecular Biology and Genetics I;3
MBG 617;Experimental Molecular Biology and Genetics II;3
MBG 623;Seminars in Molecular Genetics I;0
MBG 624;Seminars in Molecular Genetics II;0
MBG 699;Ph.D. Dissertation;0
PHYS 101;General Physics I;4
PHYS 102;General Physics II;4
PHYS 107;Basic Physics I;4
PHYS 108;Basic Physics II;4
PHYS 117;Basic Physics: Mechanics;3
PHYS 118;Basic Physics II;3
PHYS 120;Orientation for Physics Majors;1
PHYS 124;Freshman Project;2
PHYS 200;Physics for Poets;3
PHYS 211;Waves, Optics and Thermodynamics;4
PHYS 212;Modern Physics;4
PHYS 218;Analytical Mechanics;3
PHYS 226;Quantum Physics;3
PHYS 242;Advanced Calculus for Applications in Physics;3
PHYS 252;Introductory Astronomy;3
PHYS 280;Physics for Administrators;3
PHYS 291;Summer Practice;0
PHYS 315;Electromagnetic Theory I;3
PHYS 316;Electromagnetic Theory II;3
PHYS 325;Quantum Mechanics I;3
PHYS 326;Quantum Mechanics II;3
PHYS 333;Classical Thermodynamics;3
PHYS 334;Statistical Physics;3
PHYS 371;Numerical Methods in Physics;3
PHYS 372;Methods in Computational Physics;3
PHYS 374;Experimental Methods of Physics;4
PHYS 375;Experimental Optics;4
PHYS 405;Theory of General Relativity;3
PHYS 415;Optics;3
PHYS 420;Nanoscience and Nanotechnology I;3
PHYS 421;Nanoscience and Nanotechnology II;3
PHYS 438;Atomic Molecular and Optical Physics;3
PHYS 440;Introduction to Quantum Transport Phenomena in Solids;3
PHYS 442;Quantum optics;3
PHYS 445;Condensed Matter Physics I;3
PHYS 446;Condensed Matter Physics II;3
PHYS 447;Optical Properties of Solids;3
PHYS 448;Magnetic Properties of Solids;3
PHYS 449;Group Theory;3
PHYS 451;Introduction to Many Body Theory;3
PHYS 452;Elementary Excitations in Solids;3
PHYS 453;Nuclear and Particle Physics;3
PHYS 457;Special Topics in Theoretical Physics;3
PHYS 458;Introduction to the Physics of Low- Dimensional Systems;3
PHYS 464;Optical Trapping and Optical Manipulation;3
PHYS 465;Semiconductor Device Physics;3
PHYS 467;Optoelectronic Innovative Designs;3
PHYS 475;Semiconductor Device Physics;3
PHYS 476;Quantum Electronics;3
PHYS 477;Ultrafast and Non Linear Optics;3
PHYS 480;Field Theory;3
PHYS 481;Theory of Relativity;3
PHYS 482;Elementary Particles;3
PHYS 491;Senior Project I;4
PHYS 492;Senior Project II;4
PHYS 515;Advanced Optics;3
PHYS 520;Nanoscience and Nanotechnology I;3
PHYS 521;Nanoscience and Nanotechnology II;3
PHYS 522;Self-Organized and Self-Assembled Systems from Nanoscience to Biotechnology;3
PHYS 538;Atomic molecular and optical physics;3
PHYS 541;Electromagnetic Theory I;3
PHYS 542;Electromagnetic Theory II;3
PHYS 543;Advanced Quantum Mechanics I;3
PHYS 544;Advanced Quantum Mechanics II;3
PHYS 545;Solid State Theory I;3
PHYS 546;Solid State Theory II;3
PHYS 547;Advances in Condensed Matter Physics I;3
PHYS 550;Physics of Semiconductor Devices;3
PHYS 551;Analytical Mechanics;3
PHYS 552;Statistical Physics;3
PHYS 553;Methods of Mathematical Physics I;3
PHYS 556;Scattering Theory;3
PHYS 557;Special Topics in Mathematical Physics I;3
PHYS 559;Group Theory;3
PHYS 561;Special Topics in Condensed Matter Physics I;3
PHYS 562;Special Topics in Condensed Matter Physics II;3
PHYS 564;Optical Trapping and Optical Manipulation;3
PHYS 565;Special Topics in Condensed Matter Physics III;3
PHYS 566;Special Topics in Condensed Matter Physics IV;3
PHYS 571;Special Topics in Applied Physics I;3
PHYS 572;Special Topics in Applied Physics II;3
PHYS 573;Special Topics in Applied Physics III;3
PHYS 574;Special Topics in Applied Physics IV: Optoelectronics and Integrated Optics;3
PHYS 577;Ultrafast and Non Linear Optics;3
PHYS 578;Nonlinear Dynamics and Chaos;3
PHYS 580;Experimental Methods in Applied Physics;3
PHYS 591;Graduate Seminar I;0
PHYS 592;Graduate Seminar II;0
PHYS 599;Master's Thesis;0
PHYS 612;Quantum optics;3
PHYS 651;Many Body Theory;3
PHYS 652;Advanced Statistical Mechanics;3
PHYS 661;Special Topics in Solid State Physics;3
PHYS 673;Nuclear and Particle Physics;3
PHYS 699;Ph.D. Dissertation;0
ACC 170;Computer Applications II;3
ACC 173;Computer Applications I;3
ACC 175;Mathematics I;3
ACC 178;Mathematics II;3
ACC 253;Accounting I;3
ACC 258;Accounting II;3
ACC 271;Data Structures and Object Oriented Programming I;3
ACC 272;Data Structures and Object Oriented Programming II;3
ACC 360;Cost Accounting and Computerized Accounting Applications;3
ACC 374;Information Systems Security and Information Distortion (in French);3
ACC 391;Summer Practice;0
ACC 425;Commercial Law;3
ACC 454;International Auditing;3
ACC 463;International Financial Reporting Standards (IFRS);3
ACC 464;Taxation and Turkish Tax Law;3
ACC 473;Management Information Systems (in French);3
ACC 476;Graduation Project in Accounting Information Systems and Auditing;3
ACC 491;Summer Practice;0
BF 161;Economics I;3
BF 162;Economics II;3
BF 173;Computer Applications I;3
BF 174;Computer Applications II;3
BF 264;Elements of Money and Banking I;3
BF 271;Applications in Probability and Statistics I;3
BF 276;Applications in Probability and Statistics II;3
BF 362;Banking Operations;3
BF 365;Elements of Money and Banking II;3
BF 372;Computerized Financial Applications;3
BF 383;Ethics, Responsibility and Citizenship;3
BF 384;Introduction to Financial Econometrics;3
BF 391;Summer Practice;0
BF 422;Graduation Project in Banking and Finance;3
BF 469;Banking Law;3
BF 473;Computerized Brokerage and Dealer Operations;3
BF 480;Applied Capital Markets;3
BF 488;Computerized Insurance Services and Operations;3
BF 491;Summer Practice;0
SFL 101;French I;3
SFL 102;French II;3
SFL 103;French III;3
SFL 201;French IV;3
SFL 202;French V;3
SFL 207;Interpersonal Communication in Business Settings;3
SFL 208;Written Business Communication;3
SFL 307;English in Business Communication;3
SFL 308;English in Organizational Communication;3
SFL 335;French in Financial Communication I;3
SFL 336;French in Financial Communication II;3
SFL 392;Common European Framework of Reference Level B2;0
SFL 405;Intercultural Business Communication;3
SFL 406;Integrated Marketing Communications (IMC);3
SFL 431;French in Corporate Communication;3
SFL 432;Organizational Communication in French;3
SFL 490;Common European Framework of Reference Level B1;0
BIM 103;Keyboarding;3
BIM 108;Business Statistics;3
BIM 121;Business Computer Applications I;3
BIM 122;Business Computer Applications II;3
BIM 201;Problem Solving and Programming;4
BIM 205;Principles of Accounting;3
BIM 206;Managerial Accounting;3
BIM 215;Database Management Systems;4
BIM 223;Business Communications;3
BIM 224;Managerial Communications;3
BIM 242;Web Site Design;4
BIM 260;Financial Statement Analysis;3
BIM 261;Corporate Finance;4
BIM 306;Decision Analysis;3
BIM 310;Semester Internship;9
BIM 316;Information Systems Analysis;3
BIM 341;Web Based Application Development;4
BIM 375;Public Relations Management;4
BIM 390;Summer Internship;0
BIM 402;Advanced Selling Skills;3
BIM 405;Organizational Behavior;3
BIM 406;International Business;3
BIM 416;Negotiation Skills;3
BIM 417;Senior Seminars in Business Information Management;3
BIM 418;Management Information Systems;3
BIM 419;Strategic Brand Management;3
BIM 423;Advertising Management;3
BIM 425;Contemporary Practices in Human Resources Management;3
BIM 426;Small Group and Team Communication;3
BIM 441;UFO: Undefined Fields in creating Opinion;3
BIM 450;Multimedia Techniques;3
BIM 492;Strategic Management;4
BIM 497;Business Transformation with ERP Systems;3
CTIS 151;Introduction to Programming;5
CTIS 152;Algorithms and Data Structures;5
CTIS 163;Discrete Mathematics;4
CTIS 164;Technical Mathematics with Programming;4
CTIS 165;Fundamentals of Information Systems;3
CTIS 166;Information Technologies;3
CTIS 186;Business Computer Applications;3
CTIS 221;Object Oriented Programming;5
CTIS 222;Object Oriented Analysis and Design;4
CTIS 255;Web Technologies I;3
CTIS 256;Web Technologies II;3
CTIS 259;Database Management Systems and Applications;5
CTIS 261;Computer Networks I;4
CTIS 262;Computer Networks II;4
CTIS 264;Computer Algorithms;3
CTIS 285;Hospitality Industry Computerization;3
CTIS 286;Food and Beverage Computer Applications;3
CTIS 290;Summer Internship;0
CTIS 310;Semester Internship;9
CTIS 359;Principles of Software Engineering;3
CTIS 363;Ethical and Social Issues in Information Systems;3
CTIS 365;Applied Data Analysis;4
CTIS 386;Travel Technologies;3
CTIS 411;Senior Project I;2
CTIS 417;Software Design Patterns;3
CTIS 456;Senior Project II;4
CTIS 468;Individual Study;2
CTIS 469;Individual Study;4
CTIS 475;Architecting Scalable Software;3
CTIS 476;Software Architectures for Simulation and Modelling;3
CTIS 477;Systems Engineering;3
CTIS 478;Advanced Web Technologies;3
CTIS 479;C# Programming in the .NET Framework;3
CTIS 480;iOS Application Development;4
CTIS 483;Database Administration;4
CTIS 484;Advanced Topics in Programming;4
CTIS 485;Information Storage and Management;4
CTIS 486;Linux System Administration;3
CTIS 487;Mobile Application Development;4
CTIS 488;Data Analysis;3
CTIS 489;Interactive Computer Graphics Programming;3
CTIS 491;Software Validation Verification and Testing;3
CTIS 492;Information Systems Outsourcing;3
CTIS 493;Information Systems Project Management;3
CTIS 496;Computer and Network Security;3
CTIS 497;Scaling Networks;4
CTIS 498;Wide Area Networks;4
THM 105;Introduction to Business;3
THM 106;Principles of Accounting;3
THM 121;Business Mathematics;2
THM 125;Introduction to Hotel Operations;3
THM 163;Dynamics of Tourism;3
THM 164;Calculus;3
THM 166;Health Studies;1
THM 168;Nutrition and Sanitation;2
THM 172;World Travel Destinations;3
THM 202;Principles of Management;3
THM 242;Social Psychology;3
THM 243;Rooms Division Management;3
THM 244;Food Production Techniques;3
THM 245;Purchasing and Cost Analysis;3
THM 246;Restaurant Service;3
THM 247;Food and Beverage Management;3
THM 252;Tourist Attractions of Turkey;3
THM 300;Summer Internship;0
THM 301;Human Resources Management;3
THM 303;Statistics and Quantitative Methods;3
THM 309;Principles of Marketing;3
THM 310;Semester Internship;9
THM 313;Hospitality Management Accounting;3
THM 323;International Cuisines;3
THM 326;Tourism Policies and Sustainability;3
THM 327;Event Management;3
THM 348;Service Operations Management;3
THM 390;Art of Pastry;3
THM 391;Business Forecasting;3
THM 392;Nutrition and General Health;3
THM 396;Case Studies for Tourism;3
THM 398;Food and Beverage Culture;3
THM 403;Organizational Behavior;3
THM 409;Tourism Law;3
THM 415;Finance;3
THM 418;Senior Project;3
THM 419;Tourism Management Applications;3
THM 420;Seminars on Tourism Industry;1
THM 423;Tourism Economics;3
THM 453;Total Quality Management;3
THM 475;Strategic Marketing for the Hospitality Industry;3
THM 476;Research Techniques;3
THM 477;Planning for Profit;3
THM 487;Concept and Design for Food and Beverage Outlets;3
THM 493;Nutritional Anthropology;3
THM 494;Digital Marketing;3
THM 499;Individual Study;3
IELTS 100;International English Language Testing System;0
PREP 111;Elementary;0
PREP 121;Pre-intermediate;0
PREP 131;Intermediate;0
PREP 141;Upper-intermediate;0
PREP 151;Pre- faculty;0
PREP 155;Pre-faculty;0
PREP 160;PAE Practice Course;0
TOEFL 100;Test of English as a Foreign Language;0
ELS 301;Advanced Communication Skills;3
ELS 499;Individual Study;3
ENG 101;English and Composition I;3
ENG 102;English and Composition II;3
ENG 117;Advanced English Grammar I;3
ENG 118;Advanced English Grammar II;3
ENG 206;Business Communications;3
ENG 312;Introduction to Creative Writing;3
ENG 401;Technical Report Writing and Presentation;2
ENG 406;Graduate Writing and Presentation Seminar;3
GE 100;Orientation;1
GE 250;Collegiate Activities Program I;0
GE 251;Collegiate Activities Program II;1
GE 301;Science Technology and Society;2
GE 304;Technology Society and Professional Development Seminar;1
GE 400;Transdisciplinary Senior Project;6
GE 401;Innovative Design and Entrepreneurship I;3
GE 402;Innovative Design and Entrepreneurship II;3
GE 461;Introduction to Data Science;3
GE 471;Business and Legal Considerations for Technology Startups;3
GE 500;Research Methods and Academic Publication Ethics;0
GE 510;Fundamentals of Social Research Design;3
GE 511;Philosophy of Social Inquiry;3
GE 512;Quantitative Data Analysis;3
GE 513;Qualitative Research Methods;3
GE 590;Academic Practices;0
GE 690;Academic Practices;0
TTP 501;ICELT 1;0
TTP 502;ICELT 2;0
TTP 503;ICELT 3;0
TTP 521;DELTA 1;0
TTP 522;DELTA 2;0
TTP 523;DELTA 3;0
TTP 533;DELTA-18 3;0
TTP 534;DELTA-18 4;0
EEPS 501;Economic Analysis of Energy Issues;3
EEPS 502;Empirical Methods in Energy Economics;3
EEPS 503;Energy Policy Analysis;3
EEPS 504;Policy Skills and Strategic Analysis;3
EEPS 505;Energy Geopolitics and Policy;3
EEPS 506;Energy Security and Foreign Policy Analysis;3
EEPS 508;Guided Academic Writing;3
EEPS 509;Pre-Thesis Seminar;0
EEPS 510;Introduction to Energy Law;3
EEPS 512;Settlement of Energy Disputes and Arbitration;3
EEPS 513;Oil and Gas Law;3
EEPS 514;Advanced Topics in Energy Geopolitics;3
EEPS 515;Environmental and Resource Economics;3
EEPS 516;Oil and Gas Markets;3
EEPS 517;Energy Crises and the World of Energy;3
EEPS 518;Geopolitics of Energy in Eurasia;3
EEPS 520;Data Analysis in Energy Markets;3
EEPS 522;Renewable Energy, Carbon Markets and Clean Technology;3
EEPS 523;Legal and Administrative Aspects of Energy;3
EEPS 524;Designing Future Electricity and Gas Trading Markets;3
EEPS 525;Trading and Risk Management in Energy Markets;3
EEPS 526;Economics of Regulation and Financing of Energy Investment;3
EEPS 528;Cyber Security and Energy Security: Understanding Paradigm Shift;3
EEPS 530;Sustainable Energy and Energy Mix;3
EEPS 590;Term Project;0
EEPS 599;Master's Thesis;0
EEPS 5318;Seminar in Energy Economics;3
MSN 500;Concepts in Materials Science;3
MSN 501;Atomic Structure, Mechanical and Thermal Properties of Materials;3
MSN 510;Imaging Techniques in Materials Science and Nanotechnology;3
MSN 512;Biomedical Materials;3
MSN 513;Micro and Nanostructured Sensors;3
MSN 514;Computational Methods for Material Science and Complex Systems;3
MSN 517;Nanoscience and Nanotechnology I;3
MSN 518;Nanoscience and Nanotechnology II;3
MSN 519;Applications of Microfluidics and Nanofluidics;3
MSN 521;Biotechnology;3
MSN 522;Synthetic Biology;3
MSN 523;Nanocomposites;3
MSN 524;Introduction to Mesoscopic Solid-State Materials;3
MSN 525;Self- Organized and Self-Assembled Systems From Nanoscience to Biotechnology;3
MSN 526;Functional Surfaces and Interfaces;3
MSN 527;Quantitative Approaches in Biophysics and Life Sciences;3
MSN 533;Nanomaterials for Energy Conversion and Storage;3
MSN 534;Polymeric Materials;3
MSN 541;Nanobiotechnology;3
MSN 551;Introduction to Micro and Nanofabrication;3
MSN 555;Laser Physics: from Principles to Applications for Materials Science;3
MSN 598;Seminar I;0
MSN 599;Master's Thesis;0
MSN 698;Seminar II;0
MSN 699;Ph.D. Thesis;0
NSC 510;Sensory and Motor Systems Neuroscience;3
NSC 511;Cellular, Molecular and Developmental Neuroscience;3
NSC 512;Research Methods in Neuroscience;3
NSC 513;Behavioral Neuroscience;3
NSC 514;Affective Neuroscience;3
NSC 515;Computational and Numerical Methods in Neuroscience;3
NSC 516;Neurobiology of Aging;3
NSC 546;Computing for Neuroscience;3
NSC 591;Pro-thesis Seminar I;0
NSC 599;Neuroscience Master's Thesis;0
NSC 612;Selected Topics in Neuroscience I;3
NSC 613;Selected Topics in Neuroscience II;3
NSC 670;Lab in Cellular, Molecular, and Developmental Neuroscience;3
NSC 671;Lab in Sensory and Motor Systems Neuroscience;3
NSC 691;Pro-thesis Seminar II;0
NSC 699;Neuroscience Ph.D. Dissertation;0
Course Code;Course Name;Credits
